durablefishingrod;Durable Fishing Rod
avalitier5broadswordhanging;Broadsword Hanging Display (7)
avalitier6broadswordhanging;Broadsword Hanging Display (8)
avalitier7broadswordhanging;Broadsword Hanging Display (9)
avalitier9broadswordhanging;Broadsword Hanging Display (10)
avalitier10shortswordhanging;Shortsword Hanging Display (1)
avalitier1shortswordhanging;Shortsword Hanging Display (2)
avalitier2shortswordhanging;Shortsword Hanging Display (3)
avalitier3shortswordhanging;Shortsword Hanging Display (4)
avalitier4shortswordhanging;Shortsword Hanging Display (5)
avalitier8shortswordhanging;Shortsword Hanging Display (6)
avalitier5shortswordhanging;Shortsword Hanging Display (7)
avalitier6shortswordhanging;Shortsword Hanging Display (8)
avalitier7shortswordhanging;Shortsword Hanging Display (9)
avalitier9shortswordhanging;Shortsword Hanging Display (10)
theforgottenhero;The Forgotten Hero
avaliribbon1;Avali Ribbon, Trim Style
avaliribbon2;Avali Ribbon, Tapestry Style
testribbon;testribbon
avalitable1;Fold-up table
avalitable2;Avali Desk
avalitable3;Avali Table
avalitable4;Avali Dining Table
avaliterminal1;Avali Terminal (1)
avaliterminal2;Avali Terminal (2)
avaliterminal3;Information Terminal
normalalveary;Giant Apiary
normalapiary;Apiary
beerefuge;Bee Refuge
beestation;Apiary Crafting Station
bluecandle;Blue Candle
flowercandle;Aromatic Candle
ghostcandle;Ghostly Candle
redcandle;Red Candle
honeytable;Honey Cooking Table
honeyextractor;Honey Extractor
honeyjarrer;Honey Jarring Machine
industrialcentrifuge;Industrial Centrifuge
ironcentrifuge;Iron Centrifuge
scentedalveary;Giant Scented Apiary
scentedapiary;Scented Apiary
woodencentrifuge;Wooden Centrifuge
heckaltar;Heck Altar
heckbush1;Heck Bush (1)
heckbush10;Heck Bush (2)
heckbush2;Heck Bush (3)
heckbush3;Heck Bush (4)
heckbush4;Heck Bush (5)
heckbush5;Heck Bush (6)
heckbush6;Heck Bush (7)
heckbush7;Heck Bush (8)
heckbush8;Heck Bush (9)
heckbush9;Heck Bush (10)
heckchest;Heck Chest
hecklight1;Heck Light (1)
hecklight2;Heck Light (2)
heckpillar1;Heck Pillar (1)
heckpillar2;Heck Pillar (2)
hecksign;Heck Sign
armory;Armorworks
bothealingstation;Bot Healing Station
chemlab;Alchemy Table
clonelab;Cloning Lab
clothingfabricator;Clothing Fabricator
designlab;Greenhouse
chickennest;Chicken Nest
eggstracowbell;Dinner Bell
eggincubator;Incubator (1)
fuincubator;Incubator (2)
eggstraclock;Wall Clock
primedegg;Primed Egg
extraavianaugments;Svetlana's Stall!
extractionlab;Extraction Lab
extractionlabadv;Extraction Lab MKII
extraweaponupgradeanvil;Super Weapon Upgrade Anvil
farmwell;Well
fissionfurnacenew;Fission Furnace
fu_alternatorgenerator;Alternator Generator
fu_growingtray;Growing Tray
fu_woodensifter;Sifter
genesequencer;Gene Sequencer
handmill;Hand Mill
liquidpumpwell;Water Pump
prototyper;Machining Table
medievalworkstation;Medieval Workstation
miningbench;Mining Bench
nanofabricator;Tinkering Table
petpicrepair;Capture pod image repair
powerstation;Electronics Center
servitorloader;Servitor Loader
sproutingtable;Sprouting Table
distillery;Distillery / Still
fermenter;Fermenter
winepress;Fruit Press
mashingtun;Mashing Tun
rainbarrel;Rain Barrel
weaponupgradeanvil2;Cosmic Crucible
xenostation;Xeno Research Lab
xenostationadvnew;Advanced Xenolab
ClockTest;clock test
ItemGenerator;Item Generator
ItemScanner;Item Scanner
ItemScannerTransferLib;Item Scanner TL
extraenergycanister;Mech Energy Canister
pixeldispenser;Pixel Pod
blastingdynamite;Blasting Dynamite
c4explosive;C4 Plastic Explosive
crudebomb;Crude Bomb
powderkeg;Powder Keg
aenemaflower;Aenema Flower
algaeseed;Algae Pod (1)
wildalgaeseed;Algae Pod (2)
aquapodseed;Aquapod Bud
wildaquapodseed;Aquapod
arkaentree;Arkaen Bush
avikancactusseed;Kadavan Cactus Seed (1)
wildavikancactusseed;Kadavan Cactus Seed (2)
avikanspiceplantseed;Kadavan Spice Seed (1)
wildavikanspiceplantseed;Kadavan Spice Seed (2)
kirifruitseed;Sporing Kiri Fruit (1)
wildkirifruitseed;Sporing Kiri Fruit (2)
nakatiseed;Nakati Ovoid (1)
wildnakatiseed;Nakati Ovoid (2)
piruseed;Piru Colony (1)
wildpiruseed;Piru Colony (2)
bambooseed;Micro-Bamboo (1)
wildbambooseed;Micro-Bamboo (2)
batterystem;Battery Stem
beetlesproutseed;Beetle Sprout
bellamorte;Bella Morte
biscornseed;Biscorn Seed (1)
wildbiscornseed;Biscorn Seed (2)
bladetree;Blade Tree
blexplantseed;Blex Cactus Bulb
wildblexplantseed;Blex Cactus Seed
blisterbushplantseed;Blister Pod (1)
wildblisterbushplantseed;Blister Pod (2)
blizzberryseed;Blizzberry Seed (1)
wildblizzberryseed;Blizzberry Seed (2)
bloodrootseed;Blood Root Seed (1)
wildbloodrootseed;Blood Root Seed (2)
bluemelonseed;Blue Melon Seed (1)
wildbluemelonseed;Blue Melon Seed (2)
bolbohnseed;Bolbohn Seed (1)
wildbolbohnseed;Bolbohn Seed (2)
brackentreeseed;Bracken Tree Seed (1)
wildbrackentreeseed;Bracken Tree Seed (2)
caprioleplantseed;Capriole Seed (1)
wildcaprioleplantseed;Capriole Seed (2)
cellpodsplant;Cellpod Seed (1)
wildcellpodsplant;Cellpod Seed (2)
cinnamonseed;Cinnamon Seed (1)
wildcinnamonseed;Cinnamon Seed (2)
corvexseed;Corvex Sprout (1)
wildcorvexseed;Corvex Sprout (2)
crystallite;Crystallite
darklightflower;Darklight Flower (1)
wilddarklightflower;Darklight Flower (2)
deathblossomseed;Deathblossom (1)
wilddeathblossomseed;Deathblossom (2)
diodiahybridseed;Diodia Hybrid Seed (1)
wilddiodiahybridseed;Diodia Hybrid Seed (2)
dragonsbeardseed;Dragonsbeard (1)
wilddragonsbeardseed;Dragonsbeard (2)
dunestalkseed;Dunestalk Seed (1)
wilddunestalkseed;Dunestalk Seed (2)
copperbeakegg;Copperbeak Egg
energiflowerseed;Energiflower Seed (1)
wildenergiflowerseed;Energiflower Seed (2)
fayshroomseed;Fayshroom Spore (1)
wildfayshroomseed;Fayshroom Spore (2)
fletchweed;Fletchweed
floralytplantseed;Floralyt Seed
flowerblack;Black Flower
flowerbrown;Brown Flower
flowergreen;Green Flower
flowergrey;Gray Flower
flowerorange;Orange Flower
flowerorchid;Black Orchid
flowerorchid2;Purple Orchid
flowerorchid3;Blue Orchid
flowerpink;Pink Flower
flowerpurple;Purple Flower
garikleaf;Garik Leaf
garpberryseed;Garp Berry Plant (1)
wildgarpberryseed;Garp Berry Plant (2)
gazelemonseed;Gazelemon Seed (1)
wildgazelemonseed;Gazelemon Seed (2)
gemglowseed;Gemglow Seed (1)
wildgemglowseed;Gemglow Seed (2)
genesiberryseed;Genesiberry Seed
ginsengseed;Heartroot Seed (1)
wildginsengseed;Heartroot Seed (2)
glarestalkseed;Glarestalk Gib (1)
wildglarestalkseed;Glarestalk Gib (2)
goldenglowseed;Goldenglow Seed
goldenrootseed;Golden Root Seed (1)
wildgoldenrootseed;Golden Root Seed (2)
goldenseaspongeplant;Goldensea Sponge (1)
wildgoldenseaspongeplant;Goldensea Sponge (2)
goldshroomseed;Gold Shroom Spore (1)
wildgoldshroomseed;Gold Shroom Spore (2)
greenleafseed;Greenleaf Seed (1)
wildgreenleafseed;Greenleaf Seed (2)
guamseed;Rad Grass Seed (1)
wildguamseed;Rad Grass Seed (2)
wildonionseed;Gurn Onion Seed
haleflowerseed;Haleflower Seed
hellfireplantseed;Hellfire Plant Seed (1)
wildhellfireplantseed;Hellfire Plant Seed (2)
herrodbush;Herrod Bush
hopsseed;Hops Seed (1)
wildhopsseed;Hops Seed (2)
ighantseed;Ighant Seed (1)
wildighantseed;Ighant Seed (2)
ignuschiliseed;Ignus Chili Seed (1)
wildignuschiliseed;Ignus Chili Seed (2)
ignuschili2seed;Adv. Ignus Chili
isn_meatplant;Meatvine Bulb (1)
isn_wildmeatplant;Meatvine Bulb (2)
itaseed;Ita Flower Seed (1)
wilditaseed;Ita Flower Seed (2)
jillyrootseed;Jilly Root Seed (1)
wildjillyrootseed;Jilly Root Seed (2)
kamaranpodsplant;Kamaran Pod Seed (1)
wildkamaranpodsplant;Kamaran Pod Seed (2)
kramil;Kramil
lactariusindigoseed;Lactarius Indigo (1)
wildlactariusindigoseed;Lactarius Indigo (2)
lasherplantseed;Lasher Seed (1)
wildlasherplantseed;Lasher Seed (2)
leafshellseed;Leafshell Seed (1)
wildleafshellseed;Leafshell Seed (2)
littlegoodberryseed;Little Good Berry Seed (1)
wildlittlegoodberryseed;Little Good Berry Seed (2)
littlerascalseed;Uri Seed (1)
wildlittlerascalseed;Uri Seed (2)
lumivineseed;Lumivine Seed (1)
wildlumivineseed;Lumivine Seed (2)
melodistarseed;Melodistar Seed (1)
wildmelodistarseed;Melodistar Seed (2)
minkocoapodseed;Minkocoa Seed (1)
wildminkocoapodseed;Minkocoa Seed (2)
mintseed;Star Mint Seed (1)
wildmintseed;Star Mint Seed (2)
miraclegrassseed;Miracle Grass (1)
wildmiraclegrassseed;Miracle Grass (2)
mireurchinseed;Mireurchin Seed (1)
wildmireurchinseed;Mireurchin Seed (2)
mutaviskseed;Mutavisk
wildmutaviskseed;Wild Mutavisk
naileryseed;Nailery Seed (1)
wildnaileryseed;Nailery Seed (2)
neuropodseed;Neuropod Seed (1)
wildneuropodseed;Neuropod Seed (2)
nissseed;Niss Seed (1)
wildnissseed;Niss Seed (2)
oonfortaseed;Oonforta Seed (1)
wildoonfortaseed;Oonforta Seed (2)
pasakavineseed;Pasaka Vine (1)
wildpasakavineseed;Pasaka Vine (2)
petrifiedrootseed;Shadow Root Seed (1)
wildpetrifiedrootseed;Shadow Root Seed (2)
pinkloomseed;Pinkloom Seed (1)
wildpinkloomseed;Pinkloom Seed (2)
poetree;Poe Tree (1)
wildpoetree;Poe Tree (2)
porphisplantseed;Porphis Bulb (1)
wildporphisplantseed;Porphis Bulb (2)
quellstem;Quell Stem (1)
wildquellstem;Quell Stem (2)
reedseed;Reeds (1)
wildreedseed;Reeds (2)
rockrootseed;Rockroot Seed (1)
wildrockrootseed;Rockroot Seed (2)
shadowrootseed;Shadowroot Seed (1)
wildshadowrootseed;Shadowroot Seed (2)
shinyacornseed;Helkat Tree (1)
wildshinyacornseed;Helkat Tree (2)
shockshroomseed;Shock-Shroom (1)
wildshockshroomseed;Shock-Shroom (2)
silverleafseed;Silverleaf Seed (1)
wildsilverleafseed;Silverleaf Seed (2)
slimeplantseed;Slime Glob Bush
wildslimeplantseed;Slime Seed
fusoulleafseed;Soulleaf Seed
fuspongeweedseed;Spongeweed Clump (1)
wildfuspongeweedseed;Spongeweed Clump (2)
springvaultseed;Springvault Seed
stranglevineseed;Strangler Vine
wildstranglevineseed;Strangler Vine Seed
sweetscoopseed;Sweetscoop Seed (1)
wildsweetscoopseed;Sweetscoop Seed (2)
talonseedseed;Talon Seed (1)
wildtalonseedseed;Talon Seed (2)
tentacleplant;Writhing Vine (1)
wildtentacleplant;Writhing Vine (2)
teratomatoseed;Teratomato Seed
tetherhookseed;Tetherhook Weed
thornitoxseed;Thornitox Seed (1)
wildthornitoxseed;Thornitox Seed (2)
tinselbush;Tinselbush (1)
wildtinselbush;Tinselbush (2)
tyvokkseed;Tyvokk Dart
wildtyvokkseed;Tyvokk seed
vanusflowerseed;Vanus Flower Seed (1)
wildvanusflowerseed;Vanus Flower Seed (2)
varanberryseed;Varan Berry Bush (1)
wildvaranberryseed;Varan Berry Bush (2)
vashtaplantseed;Vashta (1)
wildvashtaplantseed;Vashta (2)
vextongueseed;Vextongue Seed (1)
wildvextongueseed;Vextongue Seed (2)
victorleaf;Victorleaf
voritseed;Vorit Seed
whitespine;Whitespine (1)
wildwhitespine;Whitespine (2)
wildwretchelseed;Wretchel Seed (1)
wretchelseed;Wretchel Seed (2)
wildwubstemseed;Wubstem Seed (1)
wubstemseed;Wubstem Seed (2)
xaxseed;Xax Seed
wildyellowfootseed;Yellowfoot Shroom (1)
yellowfootseed;Yellowfoot Shroom (2)
zathiseed;Zathi Seed
fu_watcher;Watcher
isn_accelgel;Accelerator Gel
isn_bouncegel;Bounce Gel
isn_glowgel;Glowing Gel
isn_glowgel_b;Blue Glowing Gel
isn_glowgel_g;Green Glowing Gel
isn_glowgel_p;Purple Glowing Gel
isn_glowgel_r;Red Glowing Gel
isn_glowgel_y;Yellow Glowing Gel
isn_lowfrictionstrip;Low Friction Strip
isn_propulsionstrip_l;Propulsion Strip L
isn_propulsionstrip_r;Propulsion Strip R
antigravgen;Anti-Grav Generator
bandittent1;Basic Tent (1)
bandittent2;Basic Tent (2)
boozekit;Booze Kit
placeablealebottle;Placeable Pale Ale
placeablebeer;Placeable Wheat Beer
placeablechampagne;Placeable Champagne
placeablecyanider;Placeable Cyanider
placeabledarkalebottle;Placeable Mild Ale
placeabledarkbeer;Placeable Tiy Lager
placeableemptybottle;Placeable Empty Bottle
placeablelagerbottle;Placeable Lager Bottle
placeablelambicbottle;Placeable Grape Lambic Bottle
placeablemead;Placeable Meadbee Mead
placeablestout;Placeable Coal Stout
campfirenew;Camp Fire
beerkeg;Beer Keg
champagnebucket;Champagne Bucket
smallwoodencrate1;Crate o' Bottles
crewshop;crewshop
crewsign;crewsign
fucryogenicbed;Cryogenic Pod
fugallows;Gallows Pole
fuhaypilewheelbarrow;Haypile Wheelbarrow
fuhayrollwheelbarrow;Hayroll Wheelbarrow (1)
fuhaystackwheelbarrow;Hayroll Wheelbarrow (2)
fumerchantcart;Merchant's Cart
futransportcart;Storage Cart
fuchickenfeeder;Chicken Feeder
fufarmstorage;Farm Storage
fufoodstorage;Food Storage
fugoldstorage;Gold Storage
fulargewoodencrate2;Farm Crate
fupoisonbox;Poison Storage
fuwoodbarrels;Wooden Kegs
fuwoodstorage;Wood Storage
fuwoodstorage2;Wood Shed
fu_grassbed;Grassy Bed
fu_craftinfo;Lab Directory
gravgen;Gravity Generator
electronmicroscope;Electron Microscope
labbookcase;Lab Bookcase (1)
guidestorage;Lab Bookcase (2)
labchair;Lab Chair
labcomputer;Lab Monitor
labcupboard;Lab Cabinet
labdoor;Lab Door
labdoor3;Laboratory Door
labdoorhuge;Huge Lab Door
labdoorlarge;Lab Airlock
labfence;Lab Fence
labhatchhuge;Huge Lab Hatch
labhatchplatformhuge;Huge Lab Platform Hatch
labtable;Lab Table
labtv1;LED Screen (1)
screenarray2;LED Screen (2)
screenarray3;LED Screen (3)
screenarray1;LED Screens
shiphatch;Ship Hatch
labvendingmachine;Lab Vending Machine
medbaybed;Medical Bay
pongmachine;Pong Machine
raptorneststorage;Raptor Nest (1)
raptornest;Raptor Nest (2)
raptornest2;Raptor Nest (3)
signpub;Pub Sign
sprinklerroof;Sprinkler (roof)
sprinklerroofweak;Crappy Sprinkler (roof)
genecabinet;Food Locker
genestorage;Gene Storage Chest
voidstorage;Dimensional Storage (1)
voidstoragenew;Dimensional Storage (2)
fuwallsafe;Wall Storage
survivaltent;TC-1 Survival Tent
spacetimeobelisk;Spacetime Obelisk
timeobelisk;Cosmic Obelisk
lavarooftrap;Fire Trap
slimerooftrap;Acid Trap
fu_autoBeamer;Harvester Turret v1
fu_autoBeamer2;Harvester Turret v2
fu_autoBeamer3;Harvester Turret v3
fu_autobeamer3bugs;Bug Harvester Turret
network_containerlink;Storage Bridge
network_grabber;Grabber v1
network_grabber2;Grabber v2
network_grabber3;Grabber v3
network_pump;Iron Pump (1)
network_pump_iron;Iron Pump (2)
network_pump_densium;Densium Pump
network_pump_titanium;Titanium Pump
network_quarry;Iron Quarry
network_quarry2;Iron Quarry B
network_repeater;Repeater
network_router;Item Transference Device
network_spout;Spout
network_terminal;Terminal
mechrepairpod;Mech Repair Pod
microformeraliendesert;Alien Desert Microformer
microformeralienforest;Alien Forest Microformer
microformerbadlands;Badlands Microformer
microformerbirchforest;Birch Microformer
microformerblackslimebog;Black Slime Microformer
microformerblisterbushfield;Blister Microformer
microformerbloodgulch;Blood Gulch Microformer
microformerbloodstonefield;Bloodstone Microformer
microformercactiplace;Cactus Microformer
microformercalichefield;Caliche Microformer
microformercellfield;Cellular Microformer
microformercloudforest;Cloud Microformer
microformercorrupt;Corrupted Microformer
microformercorruptedforest;Corrupt Forest Microformer
microformercorruptmoon;Corrupt Moon Microformer
microformercrystaldesert;Crystal Desert Microformer
microformercrystalplain;Crystal Plains Microformer
microformercrystalswamp;Crystal Swamp Microformer
microformerdeadwood;Dead Woods Microformer
microformerdesertoasis;Oasis Microformer
microformerdryriverbed;Dry Riverbed Microformer
microformerelder;Unknown Microformer
microformerenergyorbforest;Energy Orb Microformer
microformerffhive;Hive Microformer
microformergoreforest;Gore Forest Microformer
microformerhauntedforest;Haunted Wood Microformer
microformerhauntedgraveyard;Haunted Graveyard Microformer
microformerhellfirefield;Hellfire Microformer
microformerhellhive;Hell-Hive Microformer
microformerhotsprings;Hotsprings Microformer
microformericefire;Ice-Fire Microformer
microformerirradiatedwaste;Irradiated Microformer
microformermagicsnowland;Snowland Microformer
microformermeadow;Meadow Microformer
microformermetalhive;Steel Hive Microformer
microformermetaljungle;Steel Jungle Microformer
microformerpineforest;Pine Microformer
microformerpitchfield;Pitch Microformer
microformerprimevalforest;Primeval Forest Microformer
microformerrainbowforest;Rainbow Forest Microformer
microformerreddesert;Red Desert Microformer
microformersnowyforest;Snow Forest Microformer
microformersulphuricmagma;Volcanic Sulphur Microformer
microformersupermatterzone;Erchius Microformer
microformertaiga;Taiga Microformer
microformerwartfield;Warty Microformer
carcass1;Carcass
carcass2;Dinosaur Carcass
atropuschest;Atropus Chest (1)
fuunderworldchest;Atropus Chest (2)
fuunderworldchest2;Atropus Chest (3)
fukluexstatue;Kluex Statue (1)
fukluexstatue2;Kluex Statue (2)
fukluexstatue3;Kluex Statue (3)
fukluexstatue4;Kluex Statue (4)
fukluexstatue5;Kluex Statue (5)
fukluexstatue6;Kluex Statue (6)
badlandsrock1;Large Stone (1)
badlandsrock2;Large Stone (2)
badlandsrock3;Large Stone (3)
badlandsrock4;Large Stone (4)
fudesertrock1;desert rock (1)
fudesertrock2;desert rock (2)
fudesertrock3;desert rock (3)
fudesertrock4;desert rock (4)
fudesertrock5;desert rock (5)
fudesertrock6;desert rock (6)
fudesertrock7;desert rock (7)
fusand1;Small dune (1)
fusand2;Small dune (2)
fusand3;Small dune (3)
fusand4;Small dune (4)
fusand5;Small dune (5)
cycpillar1;Strange Monument (1)
cycpillar2;Strange Monument (2)
cycpillar3;Strange Monument (3)
cycpillar4;Strange Monument (4)
cycpillar5;Strange Monument (5)
cycpillar6;Strange Monument (6)
elderthingstatue;Strange Monument (7)
monolith1;Strange Monument (8)
monolith2;Strange Monument (9)
monolith3;Strange Monument (10)
monolith4;Strange Monument (11)
cyctorch;Cyclopean Torch Stand
knightstatue;Enormous Warrior Statue (1)
knightstatue2;Enormous Warrior Statue (2)
megastatue;Enormous Statue
catacombs1;Catacombs Tomb (1)
catacombs2;Catacombs Tomb (2)
catacombs3;Catacombs Tomb (3)
catacombs4;Catacombs Tomb (4)
catacombs5;Catacombs Tomb (5)
catacombs6;Catacombs Tomb (6)
elderbed;Elder Bed
elderbookcase;Elder Bookcase (1)
elderbookcase2;Elder Bookcase (2)
eldercabinet;Elder Cabinet
eldercarving1;Ancient Carvings (1)
eldercarving2;Ancient Carvings (2)
eldercarving3;Ancient Carvings (3)
eldercarving4;Ancient Carvings (4)
eldercarving5;Ancient Carvings (5)
eldercarving6;Ancient Carvings (6)
elderchair;Elder Chair
elderchest;Elder Chest (1)
elderchest2;Elder Chest (2)
